"EMPRESA";"ENDERECO";"NUMERO";"BAIRRO";"CEP";"MUNICIPIO";"UF";"FAIXA_VALOR";"ENDERECO_COMPLETO";"lon";"lat"
"ADM DO BRASIL LTDA";"AVENIDA SENADOR ATTILIO FON";"1001";"DISTRITO INDUSTRIAL";78745800;"RONDONOPOLIS";"MT";"Acima de US$ 100 milhões";"AVENIDA SENADOR ATTILIO FON, 1001, DISTRITO INDUSTRIAL, RONDONOPOLIS, MT";-54,6682216;-16,4716474
"NOBLE BRASIL S.A.";"RUA B";"3692";"PARQUE INDUSTRIAL I";78746860;"RONDONOPOLIS";"MT";"Acima de US$ 100 milhões";"RUA B, 3692, PARQUE INDUSTRIAL I, RONDONOPOLIS, MT";-54,6133932;-16,4654204
"BTG PACTUAL COMMODITIES S.A";"AVENIDA MARIO RAITER";"1212";"LOTEAMENTO CLUBE SO";78890000;"SORRISO";"MT";"Acima de US$ 100 milhões";"AVENIDA MARIO RAITER, 1212, LOTEAMENTO CLUBE SO, SORRISO, MT";-55,7215367;-12,5429456
"MULTIGRAIN S.A.";"RODOVIA BR 163";"S/N";"EXPANSAO URBANA";78890000;"SORRISO";"MT";"Acima de US$ 100 milhões";"RODOVIA BR 163, S/N, EXPANSAO URBANA, SORRISO, MT";-55,7215367;-12,5429456
"BUNGE ALIMENTOS S/A";"RODOVIA BR 163";"S/N";"SETOR INDUSTRIAL E";78450000;"NOVA MUTUM";"MT";"Acima de US$ 100 milhões";"RODOVIA BR 163, S/N, SETOR INDUSTRIAL E, NOVA MUTUM, MT";-56,1088642;-14,4024697
"JBS S/A";"AVENIDA ATTILIO FONTANA";"2550";"JARDIM AMAZONIA";78600000;"BARRA DO GARCAS";"MT";"Acima de US$ 100 milhões";"AVENIDA ATTILIO FONTANA, 2550, JARDIM AMAZONIA, BARRA DO GARCAS, MT";-52,2478121;-15,8866908
"BUNGE ALIMENTOS S/A";"RODOVIA BR 364";"S/N";"DIST INDL VETORASSO";78745001;"RONDONOPOLIS";"MT";"Acima de US$ 100 milhões";"RODOVIA BR 364, S/N, DIST INDL VETORASSO, RONDONOPOLIS, MT";-54,6387229;-16,4654757
"AFG BRASIL S/A";"RUA BARAO DE MELGACO";"2.754";"PORTO";78020800;"CUIABA";"MT";"Acima de US$ 100 milhões";"RUA BARAO DE MELGACO, 2.754, PORTO, CUIABA, MT";-56,1017962;-15,6021047
"CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA";"AVENIDA BLUMENAU";"2947";"CENTRO";78890000;"SORRISO";"MT";"Acima de US$ 100 milhões";"AVENIDA BLUMENAU, 2947, CENTRO, SORRISO, MT";-55,725033;-12,544112
"BUNGE ALIMENTOS S/A";"RUA ASA DELTA";"334";"PARQUE INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Acima de US$ 100 milhões";"RUA ASA DELTA, 334, PARQUE INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,320346;-15,5768615
"CGG TRADING S.A";"AVENIDA HISTORIADOR RUBENS";"2368";"JARDIM ACLIMACAO";78065000;"CUIABA";"MT";"Acima de US$ 100 milhões";"AVENIDA HISTORIADOR RUBENS, 2368, JARDIM ACLIMACAO, CUIABA, MT";-56,0769642;-15,5821534
"BUNGE ALIMENTOS S/A";"RODOVIA BR 163";"S/N";"ZONA URBANA (009)";78525000;"MATUPA";"MT";"Acima de US$ 100 milhões";"RODOVIA BR 163, S/N, ZONA URBANA (009), MATUPA, MT";-54,9367591;-10,1657159
"SEMENTES SELECTA S/A";"AVENIDA CENTRAL";"1235";"SETOR C";78643000;"QUERENCIA";"MT";"Acima de US$ 100 milhões";"AVENIDA CENTRAL, 1235, SETOR C, QUERENCIA, MT";-52,2077548;-12,5943487
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"ESTRADA MUNICIPAL DO AEROPO";"S/N";"NOVO DIAMANTINO";78400000;"DIAMANTINO";"MT";"Acima de US$ 100 milhões";"ESTRADA MUNICIPAL DO AEROPO, S/N, NOVO DIAMANTINO, DIAMANTINO, MT";-56,3964126;-14,3752171
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR - 163";"S/NR";"ZONA RURAL";78550000;"SINOP";"MT";"Acima de US$ 100 milhões";"RODOVIA BR - 163, S/NR, ZONA RURAL, SINOP, MT";-56,1088642;-14,4024697
"BUNGE ALIMENTOS S/A";"RODOVIA BR 364 KM 618";"S/N";"NOVO DIAMANTINO";78402000;"DIAMANTINO";"MT";"Acima de US$ 100 milhões";"RODOVIA BR 364 KM 618, S/N, NOVO DIAMANTINO, DIAMANTINO, MT";-56,3964126;-14,3752171
"MATO GROSSO BOVINOS S.A.";"ALAMEDA JULIO MULLER";"1650";"ALAMEDA";78115200;"VARZEA GRANDE";"MT";"Acima de US$ 100 milhões";"ALAMEDA JULIO MULLER, 1650, ALAMEDA, VARZEA GRANDE, MT";-56,1327131;-15,646248
"AGROPECUARIA MAGGI LTDA";"RODOVIA BR-364 ENTRONCAMENT";"S/NR";"ZONA RURAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Acima de US$ 100 milhões";"RODOVIA BR-364 ENTRONCAMENT, S/NR, ZONA RURAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"CARAMURU ALIMENTOS S/A.";"RUA AYRTON SENNA";"628";"NOVA PRATA";78890000;"SORRISO";"MT";"Acima de US$ 100 milhões";"RUA AYRTON SENNA, 628, NOVA PRATA, SORRISO, MT";-55,7160821;-12,5767548
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT 449, KM 4,6";"S/N";"SENADOR ATILIO FONT";78455000;"LUCAS DO RIO VERDE";"MT";"Acima de US$ 100 milhões";"RODOVIA MT 449, KM 4,6, S/N, SENADOR ATILIO FONT, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"CARGILL AGRICOLA S A";"AVENIDA PREFEITO ANDRE ANTO";"S/N";"SETOR INDUSTRIAL";78365000;"SAPEZAL";"MT";"Acima de US$ 100 milhões";"AVENIDA PREFEITO ANDRE ANTO, S/N, SETOR INDUSTRIAL, SAPEZAL, MT";-58,820385;-13,5479905
"CERVEJARIA PETROPOLIS S/A";"AVENIDA PERIMETRAL DAS SAMA";"2.426W";"DISTRITO INDUSTRIAL";78450000;"NOVA MUTUM";"MT";"Acima de US$ 100 milhões";"AVENIDA PERIMETRAL DAS SAMA, 2.426W, DISTRITO INDUSTRIAL, NOVA MUTUM, MT";-56,0748066;-13,837813
"CARGILL AGRICOLA S A";"RUA JOAO PEDRO MOREIRA DE C";"4501";"CHACARAS DE SINOP";78557527;"SINOP";"MT";"Acima de US$ 100 milhões";"RUA JOAO PEDRO MOREIRA DE C, 4501, CHACARAS DE SINOP, SINOP, MT";-55,4902132;-11,8435779
"BUNGE ALIMENTOS S/A";"RODOVIA BR 163 KM 821";"S/N";"ALTO DA GLORIA";78550000;"SINOP";"MT";"Acima de US$ 100 milhões";"RODOVIA BR 163 KM 821, S/N, ALTO DA GLORIA, SINOP, MT";-55,5095451;-11,8608456
"NIDERA SEMENTES LTDA.";"AVENIDA IDEMAR RIEDI";"9422";"DISTRITO INDUSTRIAL";78890000;"SORRISO";"MT";"Acima de US$ 100 milhões";"AVENIDA IDEMAR RIEDI, 9422, DISTRITO INDUSTRIAL, SORRISO, MT";-55,7215367;-12,5429456
"BUNGE ALIMENTOS S/A";"AVENIDA EMERSON VALCANAIA";"608-N";"DISTRITO INDUSTRIAL";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA EMERSON VALCANAIA, 608-N, DISTRITO INDUSTRIAL, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"BOM JESUS AGROPECUARIA LTDA";"AVENIDA PRESIDENTE JOAO GOU";"543";"VILA AURORA";78740034;"RONDONOPOLIS";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA PRESIDENTE JOAO GOU, 543, VILA AURORA, RONDONOPOLIS, MT";-54,617721;-16,4728003
"BUNGE ALIMENTOS S/A";"AVENIDA PARANA";"S/N";"CENTRO";78640000;"CANARANA";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA PARANA, S/N, CENTRO, CANARANA, MT";-52,2694752;-13,5541237
"MARFRIG GLOBAL FOODS S.A.";"RODOVIA MT 358";"S/N";"VILA ESMERALDA";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA MT 358, S/N, VILA ESMERALDA, TANGARA DA SERRA, MT";-57,5252903;-14,6304639
"BUNGE ALIMENTOS S/A";"LOTE 31-A-32-A, PROJ.QUEREN";"S/N";"DISTRITO INDUSTRIAL";78643000;"QUERENCIA";"MT";"Entre US$ 50 e US$ 100 milhões";"LOTE 31-A-32-A, PROJ.QUEREN, S/N, DISTRITO INDUSTRIAL, QUERENCIA, MT";-52,2077548;-12,5943487
"FIAGRIL LTDA";"AVENIDA AMAZONAS";"453-S";"CENTRO";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA AMAZONAS, 453-S, CENTRO, LUCAS DO RIO VERDE, MT";-55,9149375;-13,058131
"O TELHAR AGROPECUARIA LTDA";"AVENIDA CAMPO GRANDE";"190";"CENTRO";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA CAMPO GRANDE, 190, CENTRO, PRIMAVERA DO LESTE, MT";-54,3035591;-15,5599798
"AGROPECUARIA MAGGI LTDA";"RODOVIA MT 235 KM 133";"S/N";"ZONA RURAL";78365000;"SAPEZAL";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA MT 235 KM 133, S/N, ZONA RURAL, SAPEZAL, MT";-58,820385;-13,5479905
"CARGILL AGRICOLA S A";"RODOVIA BR 163";"S/N";"ZONA RURAL";78450000;"NOVA MUTUM";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 163, S/N, ZONA RURAL, NOVA MUTUM, MT";-56,1088642;-14,4024697
"JBS S/A";"AVENIDA HAMILTON SIMIONI";"SN";"INDUSTRIAL";78260000;"ARAPUTANGA";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA HAMILTON SIMIONI, SN, INDUSTRIAL, ARAPUTANGA, MT";-58,3457056;-15,4706525
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RUA B";"215";"DISTRITO INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 50 e US$ 100 milhões";"RUA B, 215, DISTRITO INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,3276882;-15,5769584
"JBS S/A";"PROLONGA DA RODOVIA MT 240";"S/N";"ZONA RURAL";78400000;"DIAMANTINO";"MT";"Entre US$ 50 e US$ 100 milhões";"PROLONGA DA RODOVIA MT 240, S/N, ZONA RURAL, DIAMANTINO, MT";-56,4370932;-14,4040989
"CARGILL AGRICOLA S A";"AVENIDA VEREADOR BENEDICTO";"2205";"VILA NOVO HORIZONTE";78770000;"ALTO GARCAS";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA VEREADOR BENEDICTO, 2205, VILA NOVO HORIZONTE, ALTO GARCAS, MT";-53,5276894;-16,9466699
"SEARA-IND. E COMERCIO DE PRODUTOS AGRO-PECUARIOS LTDA";"RODOVIA MT 299 KM 15";"SN";"ZONA RURAL";78790000;"ITIQUIRA";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA MT 299 KM 15, SN, ZONA RURAL, ITIQUIRA, MT";-54,146888;-17,2058818
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR 163";"S/N";"ZONA RURAL";78790000;"ITIQUIRA";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 163, S/N, ZONA RURAL, ITIQUIRA, MT";-56,1088642;-14,4024697
"BUNGE ALIMENTOS S/A";"RODOVIA 242";"SN";"CARAVAGIO";78894000;"SORRISO";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA 242, SN, CARAVAGIO, SORRISO, MT";-55,4278879;-12,9783365
"BUNGE ALIMENTOS S/A";"RODOVIA BR 163 KM 782";"S/N";"ZONA RURAL";78890000;"SORRISO";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 163 KM 782, S/N, ZONA RURAL, SORRISO, MT";-56,1088642;-14,4024697
"JBS S/A";"RUA PROJETADA";"S/N";"COXIPO DA PONTE";78015285;"CUIABA";"MT";"Entre US$ 50 e US$ 100 milhões";"RUA PROJETADA, S/N, COXIPO DA PONTE, CUIABA, MT";-56,0695723;-15,6102955
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT 235";"S/N";"ZONA RURAL";78365000;"SAPEZAL";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA MT 235, S/N, ZONA RURAL, SAPEZAL, MT";-58,820385;-13,5479905
"CARGILL AGRICOLA S A";"RODOVIA MT 240, ENTRONCAMEN";"S/N";"BAIRRO INDUSTRIAL";78635000;"AGUA BOA";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA MT 240, ENTRONCAMEN, S/N, BAIRRO INDUSTRIAL, AGUA BOA, MT";-52,1593834;-14,047489
"BOM FUTURO AGRICOLA LTDA";"AVENIDA DOS FLORAIS";"1788";"RIBEIRAO DO LIPA";78049400;"CUIABA";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA DOS FLORAIS, 1788, RIBEIRAO DO LIPA, CUIABA, MT";-56,097519;-15,5386194
"CARGILL AGRICOLA S A";"AVENIDA PRODUCAO";"1820 W";"BANDEIRANTES";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA PRODUCAO, 1820 W, BANDEIRANTES, LUCAS DO RIO VERDE, MT";-55,9273799;-13,0692823
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR 163, KM 1046 A D";"S/N";"ZONA RURAL";78525000;"MATUPA";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 163, KM 1046 A D, S/N, ZONA RURAL, MATUPA, MT";-56,1088642;-14,4024697
"ADM DO BRASIL LTDA";"RUA DO COMERCIO";"3.833";"PARQUE INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 50 e US$ 100 milhões";"RUA DO COMERCIO, 3.833, PARQUE INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,2995071;-15,564421
"CARGILL AGRICOLA S A";"RUA RIO GRANDE DO SUL";"S/N";"CENTRO";78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 50 e US$ 100 milhões";"RUA RIO GRANDE DO SUL, S/N, CENTRO, CAMPOS DE JULIO, MT";-59,2721034;-13,7188318
"BUNGE ALIMENTOS S/A";"RODOVIA BR 163";"SN";"DISTRITO INDUSTRIAL";78450000;"NOVA MUTUM";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 163, SN, DISTRITO INDUSTRIAL, NOVA MUTUM, MT";-56,0748066;-13,837813
"CARGILL AGRICOLA S A";"RODOVIA BR 070, KM 286";"S/N";"DISTRITO INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 070, KM 286, S/N, DISTRITO INDUSTRIAL, PRIMAVERA DO LESTE, MT";-53,1466623;-15,6036998
"CARGILL AGRICOLA S A";"RODOVIA MT 220 KM 50";"S/N";"ZONA RURAL";78550000;"SINOP";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA MT 220 KM 50, S/N, ZONA RURAL, SINOP, MT";-55,5095451;-11,8608456
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR-364";"S/NR";"BAIRRO INDUSTRIAL -";78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR-364, S/NR, BAIRRO INDUSTRIAL -, CAMPOS DE JULIO, MT";-59,628731;-13,8330404
"BUNGE ALIMENTOS S/A";"AVENIDA BRASIL";"1200-W";"JARDIM ACACIA";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA BRASIL, 1200-W, JARDIM ACACIA, TANGARA DA SERRA, MT";-57,478381;-14,6128777
"SEMENTES SELECTA S/A";"AVENIDA DAS PALMEIRAS";"1310";"NOVO DIAMANTINO";78400000;"DIAMANTINO";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA DAS PALMEIRAS, 1310, NOVO DIAMANTINO, DIAMANTINO, MT";-56,3849883;-14,3775399
"BUNGE ALIMENTOS S/A";"RODOVIA BR158,KM598- A 4KM";"S/N";"ZONA RURAL";78655000;"PORTO ALEGRE DO NORTE";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR158,KM598- A 4KM, S/N, ZONA RURAL, PORTO ALEGRE DO NORTE, MT";-51,638892;-10,88536
"ADM DO BRASIL LTDA";"RODOVIA BR 163 KM 748";"S/N";"SETOR INDUSTRIAL";78890000;"SORRISO";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 163 KM 748, S/N, SETOR INDUSTRIAL, SORRISO, MT";-56,1088642;-14,4024697
"CARGILL AGRICOLA S A";"RODOVIA BR 163 KM 768";"S/N";"ZONA URBANA";78890000;"SORRISO";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 163 KM 768, S/N, ZONA URBANA, SORRISO, MT";-55,7215367;-12,5429456
"JBS S/A";"RODOVIA BR 364";"S/N";"JD. PRODOESTE";78795000;"PEDRA PRETA";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA BR 364, S/N, JD. PRODOESTE, PEDRA PRETA, MT";-54,4814404;-16,621352
"CARGILL AGRICOLA S A";"RUA NORBERTO SCHWANTES";"1189 E";"EXPANSAO INDUSTRIAL";78643000;"QUERENCIA";"MT";"Entre US$ 50 e US$ 100 milhões";"RUA NORBERTO SCHWANTES, 1189 E, EXPANSAO INDUSTRIAL, QUERENCIA, MT";-52,2077548;-12,5943487
"MATO GROSSO BOVINOS S.A.";"RODOVIA TRANSEFONICA";"S/N";"ZONA RURAL";78280000;"MIRASSOL D'OESTE";"MT";"Entre US$ 50 e US$ 100 milhões";"RODOVIA TRANSEFONICA, S/N, ZONA RURAL, MIRASSOL D'OESTE, MT";-58,0929375;-15,6767058
"AGRO-SAM AGRICULTURA E PECUARIA LTDA";"ESTRADA SZ-01 KM 34 A MARGE";"S/N";"ZONA RURAL";78365000;"SAPEZAL";"MT";"Entre US$ 50 e US$ 100 milhões";"ESTRADA SZ-01 KM 34 A MARGE, S/N, ZONA RURAL, SAPEZAL, MT";-58,820385;-13,5479905
"COOAMAT COOPERATIVA AGROINDUSTRIAL DO MATO GROSSO";"AVENIDA REPUBLICA DO LIBANO";"1620";"RODOVIARIA PARQUE";78048135;"CUIABA";"MT";"Entre US$ 50 e US$ 100 milhões";"AVENIDA REPUBLICA DO LIBANO, 1620, RODOVIARIA PARQUE, CUIABA, MT";-56,0854675;-15,5690321
"ADM DO BRASIL LTDA";"RUA NORBERTO SCHWANTES , CH";"2.666";"ZONA RURAL";78643000;"QUERENCIA";"MT";"Entre US$ 50 e US$ 100 milhões";"RUA NORBERTO SCHWANTES , CH, 2.666, ZONA RURAL, QUERENCIA, MT";-52,2077548;-12,5943487
"JBS S/A";"RODOVIA MT 208, KM 150";"S/N";"ZONA RURAL";78580000;"ALTA FLORESTA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 208, KM 150, S/N, ZONA RURAL, ALTA FLORESTA, MT";-56,0871877;-9,8671497
"ADM DO BRASIL LTDA";"RODOVIA BR 364, KM 503 CHAC";"S/N";"ZONA RURAL";78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, KM 503 CHAC, S/N, ZONA RURAL, CAMPOS DE JULIO, MT";-59,260354;-13,7214725
"JBS S/A";"RODOVIA BR 174";"S/N";"ZONA RURAL";78250000;"PONTES E LACERDA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 174, S/N, ZONA RURAL, PONTES E LACERDA, MT";-59,328245;-15,2332271
"BUNGE ALIMENTOS S/A";"RODOVIA BR 364";"S/N";"ZONA RURAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, S/N, ZONA RURAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"CARGILL AGRICOLA S A";"RODOVIA MT 235, KM 7";"S/N";"ZONA RURAL";78310000;"COMODORO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 235, KM 7, S/N, ZONA RURAL, COMODORO, MT";-59,7852647;-13,6618517
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR-163";"S/NR";"ZONA RURAL";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR-163, S/NR, ZONA RURAL, NOVA MUTUM, MT";-56,1088642;-14,4024697
"BUNGE ALIMENTOS S/A";"RODOVIA MT 338 KM 100";"S/N";"JARDIM JULIANA";78573000;"TAPURAH";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 338 KM 100, S/N, JARDIM JULIANA, TAPURAH, MT";-56,5121061;-12,7477117
"CARGILL AGRICOLA S A";"RODOVIA BR 020, KM 04";"S/N";"SETOR INDUSTRIAL";78640000;"CANARANA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 020, KM 04, S/N, SETOR INDUSTRIAL, CANARANA, MT";-52,2691123;-13,5564739
"CARGILL AGRICOLA S A";"AVENIDA BRASIL";"582";"CENTRO";78652000;"CONFRESA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA BRASIL, 582, CENTRO, CONFRESA, MT";-51,5703269;-10,6441104
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"AVENIDA PREFEITO ANDRE ANTO";"259";"LOTEAMENTO CIDEZAL";78365000;"SAPEZAL";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA PREFEITO ANDRE ANTO, 259, LOTEAMENTO CIDEZAL, SAPEZAL, MT";-58,820385;-13,5479905
"BUNGE ALIMENTOS S/A";"RODOVIA BR 080";"S/N";"DISTRITO BAIANOS";78670000;"SAO FELIX DO ARAGUAIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 080, S/N, DISTRITO BAIANOS, SAO FELIX DO ARAGUAIA, MT";-50,6662628;-11,617526
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT 235  KM 195";"S/N";"ZONA";78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 235  KM 195, S/N, ZONA, CAMPOS DE JULIO, MT";-59,260354;-13,7214725
"CGG TRADING S.A";"AVENIDA PARANA";"354";"PRIMAVERA II";78850970;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA PARANA, 354, PRIMAVERA II, PRIMAVERA DO LESTE, MT";-54,296031;-15,5449025
"ADM DO BRASIL LTDA";"AVENIDA OLACYR FRANCISCO DE";"1013SW";"SETOR INDUSTRIAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA OLACYR FRANCISCO DE, 1013SW, SETOR INDUSTRIAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"CARGILL AGRICOLA S A";"AVENIDA OLACYR FRANCISCO DE";"487";"DISTRITO INDUSTRIAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA OLACYR FRANCISCO DE, 487, DISTRITO INDUSTRIAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"NX GOLD S.A.";"ESTRADA GARIMPO DO ARAES";"S/N";"ZONA RURAL";78690000;"NOVA XAVANTINA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"ESTRADA GARIMPO DO ARAES, S/N, ZONA RURAL, NOVA XAVANTINA, MT";-52,3584778;-14,6644014
"FERTIMIG FERTILIZANTES LTDA";"AVENIDA PRESIDENTE MEDICI";"3291";"VILA SALMEN";78705000;"RONDONOPOLIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA PRESIDENTE MEDICI, 3291, VILA SALMEN, RONDONOPOLIS, MT";-54,6387229;-16,4654757
"ADM DO BRASIL LTDA";"RODOVIA MT 338 KM 92";"S/N";"ZONA RURAL";78555000;"TAPURAH";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 338 KM 92, S/N, ZONA RURAL, TAPURAH, MT";-56,5125283;-12,7428031
"CGG TRADING S.A";"AVENIDA CENTRAL";"1135";"CENTRO";78643000;"QUERENCIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA CENTRAL, 1135, CENTRO, QUERENCIA, MT";-52,1977476;-12,5945379
"BUNGE ALIMENTOS S/A";"RODOVIA BR 070";"SN";"CENTRO";78840000;"CAMPO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 070, SN, CENTRO, CAMPO VERDE, MT";-55,1677572;-15,550791
"CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA";"AVENIDA MATO GROSSO";"528";"CENTRO";78640000;"CANARANA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA MATO GROSSO, 528, CENTRO, CANARANA, MT";-52,1622364;-13,5235893
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR 364, KM 886";"S/N";"ZONA RURAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, KM 886, S/N, ZONA RURAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"AGROPECUARIA MAGGI LTDA";"RODOVIA MT-320";"S/NR";"ZONA RURAL";78643000;"QUERENCIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT-320, S/NR, ZONA RURAL, QUERENCIA, MT";-52,2077548;-12,5943487
"AGRA AGROINDUSTRIAL DE ALIMENTOS SA";"RODOVIA BR 163 KM 114 6";NA;"ZONA RURAL";78710129;"RONDONOPOLIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163 KM 114 6, , ZONA RURAL, RONDONOPOLIS, MT";-56,1088642;-14,4024697
"ELIZEU ZULMAR MAGGI SCHEFFER";"R BAGRE";"910";"CENTRO";78365000;"SAPEZAL";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"R BAGRE, 910, CENTRO, SAPEZAL, MT";-58,8146729;-13,5507309
"NIDERA SEMENTES LTDA.";"RODOVIA MT 242";"S/N";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 242, S/N, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"MARFRIG GLOBAL FOODS S.A.";"RODOVIA MT 130 KM 03";"S/N";"ZONA RURAL";78870000;"PARANATINGA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 130 KM 03, S/N, ZONA RURAL, PARANATINGA, MT";-54,052897;-14,4268795
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR-163";"S/NR";"ZONA RURAL";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR-163, S/NR, ZONA RURAL, SORRISO, MT";-56,1088642;-14,4024697
